bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
pg35233-8,0.0432,0.1893,0.1689,0.0939,0.0239,0.0205,0.0300,0.0490,0.0450,0.0057,0.0077,0.0234,0.0122,0.1158,-0.0949,0.0400,0.4839,0.1935,0.3226,0.7626,0.0073,0.3876
pg35233-9,0.0377,0.1839,0.1234,0.0965,0.0226,0.0206,0.0352,0.0457,0.0439,0.0035,0.0066,0.0235,0.0097,0.1145,-0.0769,0.0335,0.3125,0.2188,0.4688,0.7311,0.0073,0.3876
pg35509-4,0.0173,0.2354,0.1392,0.0759,0.0298,0.0258,0.0269,0.0707,0.0414,0.0013,0.0031,0.0038,0.0042,0.1058,-0.0171,0.0146,0.3333,0.2222,0.4444,0.7003,-0.0511,0.4080
pg29366-10,0.0195,0.3251,0.2042,0.1016,0.0233,0.0256,0.0374,0.0526,0.0537,0.0010,0.0012,0.0031,0.0030,0.0953,-0.0870,0.0192,0.2424,0.1212,0.6364,0.7848,-0.0490,0.0068
pg29366-12,0.0224,0.2486,0.2386,0.1066,0.0229,0.0264,0.0344,0.0513,0.0603,0.0007,0.0012,0.0017,0.0037,0.0893,-0.1113,0.0249,0.3714,0.1714,0.4571,0.8028,-0.0490,0.0068
pg29366-11,0.0214,0.2721,0.1964,0.1044,0.0224,0.0231,0.0373,0.0561,0.0552,0.0006,0.0013,0.0030,0.0042,0.0983,-0.0898,0.0240,0.2353,0.1765,0.5882,0.8037,-0.0490,0.0068
pg29366-14,0.0182,0.2490,0.2410,0.1022,0.0227,0.0261,0.0307,0.0609,0.0583,0.0015,0.0004,0.0045,0.0036,0.0980,-0.0906,0.0222,0.4286,0.2000,0.3714,0.7806,-0.0490,0.0068
pg29366-13,0.0216,0.2341,0.2008,0.1206,0.0208,0.0220,0.0344,0.0520,0.0616,0.0007,0.0006,0.0037,0.0032,0.0914,-0.1076,0.0245,0.2857,0.1714,0.5429,0.8224,-0.0490,0.0068
pg29366-16,0.0163,0.2344,0.2745,0.1106,0.0242,0.0282,0.0314,0.0584,0.0549,0.0006,0.0003,0.0024,0.0025,0.0931,-0.0765,0.0204,0.2571,0.3429,0.4000,0.7672,-0.0490,0.0068
pg29697-10,0.0171,0.3229,0.3288,0.0740,0.0279,0.0324,0.0473,0.0602,0.0413,0.0008,0.0077,0.0000,0.0083,0.1160,-0.0312,0.0114,0.2813,0.1875,0.5313,0.7515,-0.0554,-0.0713
pg29366-15,0.0158,0.2509,0.2674,0.1090,0.0249,0.0213,0.0328,0.0605,0.0570,0.0008,0.0003,0.0035,0.0028,0.0979,-0.0858,0.0200,0.3143,0.1429,0.5429,0.7725,-0.0490,0.0068
pg29697-11,0.0261,0.3036,0.1895,0.0734,0.0249,0.0286,0.0444,0.0628,0.0476,0.0006,0.0054,0.0000,0.0109,0.1132,-0.0763,0.0208,0.3939,0.1515,0.4545,0.7816,-0.0554,-0.0713
pg29366-17,0.0222,0.2448,0.2934,0.0983,0.0213,0.0276,0.0342,0.0603,0.0594,0.0009,0.0003,0.0051,0.0043,0.1008,-0.0999,0.0230,0.3429,0.2000,0.4571,0.7863,-0.0490,0.0068
pg15979-5,0.0340,0.4119,0.0437,0.0636,0.0187,0.0244,0.0238,0.0551,0.0514,0.0004,0.0040,0.0026,0.0068,0.0859,-0.0816,0.0147,0.2000,0.2667,0.5333,0.7484,-0.0618,0.0403
pg15979-6,0.0327,0.3254,0.0972,0.0650,0.0235,0.0243,0.0235,0.0556,0.0478,0.0004,0.0031,0.0032,0.0060,0.0858,-0.0535,0.0129,0.1667,0.3000,0.5333,0.7489,-0.0618,0.0403
pg15979-7,0.0292,0.3641,0.1196,0.0655,0.0384,0.0284,0.0275,0.0598,0.0500,0.0009,0.0045,0.0017,0.0041,0.0944,-0.0479,0.0092,0.1667,0.3333,0.5000,0.7394,-0.0618,0.0403
pg15979-1,0.0322,0.2861,0.1504,0.0582,0.0236,0.0265,0.0258,0.0668,0.0412,0.0007,0.0038,0.0038,0.0068,0.1009,-0.0167,0.0145,0.0690,0.3448,0.5862,0.7138,-0.0618,0.0403
pg15979-2,0.0352,0.2014,0.1193,0.0878,0.0304,0.0261,0.0228,0.0594,0.0466,0.0008,0.0081,0.0050,0.0078,0.0961,-0.0571,0.0229,0.4000,0.2667,0.3333,0.7608,-0.0618,0.0403
pg15979-3,0.0352,0.3639,0.1249,0.0693,0.0244,0.0262,0.0272,0.0613,0.0451,0.0007,0.0032,0.0035,0.0056,0.0959,-0.0365,0.0135,0.3000,0.3667,0.3333,0.7194,-0.0618,0.0403
pg15979-4,0.0356,0.3909,0.0841,0.0643,0.0237,0.0273,0.0267,0.0675,0.0453,0.0006,0.0041,0.0030,0.0031,0.1019,-0.0231,0.0142,0.4000,0.2000,0.4000,0.7061,-0.0618,0.0403
pg16662-9,0.0146,0.3265,0.2704,0.0895,0.0333,0.0208,0.0330,0.0850,0.0319,0.0023,0.0044,0.0042,0.0038,0.1289,0.0981,0.0112,0.1053,0.0526,0.8421,0.6894,0.0445,-0.1238
pg34168-1,0.0287,0.0918,0.3393,0.1001,0.0219,0.0185,0.0309,0.0713,0.0373,0.0021,0.0060,0.0011,0.0091,0.1114,0.0007,0.0272,0.2667,0.0000,0.7333,0.8171,-0.0830,-1.0496
pg21767-9,0.0197,0.2083,0.2967,0.0706,0.0278,0.0269,0.0337,0.0618,0.0395,0.0010,0.0041,0.0138,0.0102,0.1144,-0.0382,0.0178,0.2759,0.2414,0.4828,0.6716,-0.0171,-0.2090
pg16662-7,0.0167,0.2393,0.2208,0.0959,0.0232,0.0213,0.0351,0.0864,0.0339,0.0026,0.0027,0.0030,0.0059,0.1298,0.0326,0.0152,0.1500,0.2000,0.6500,0.7232,0.0445,-0.1238
pg21767-8,0.0195,0.2112,0.1861,0.0721,0.0316,0.0238,0.0320,0.0646,0.0381,0.0018,0.0051,0.0151,0.0078,0.1186,-0.0238,0.0198,0.2414,0.3448,0.4138,0.6831,-0.0171,-0.2090
pg16662-8,0.0174,0.2684,0.2104,0.0936,0.0219,0.0198,0.0330,0.0844,0.0347,0.0025,0.0020,0.0039,0.0038,0.1258,0.0518,0.0155,0.1500,0.1500,0.7000,0.7315,0.0445,-0.1238
pg21767-7,0.0209,0.1916,0.2569,0.0633,0.0270,0.0233,0.0314,0.0721,0.0382,0.0005,0.0044,0.0171,0.0062,0.1255,-0.0106,0.0197,0.2414,0.2069,0.5517,0.6377,-0.0171,-0.2090
pg21767-6,0.0242,0.2140,0.2996,0.0743,0.0355,0.0239,0.0296,0.0703,0.0390,0.0006,0.0039,0.0180,0.0088,0.1224,-0.0353,0.0205,0.3929,0.1786,0.4286,0.6862,-0.0171,-0.2090
pg21767-5,0.0218,0.1941,0.2932,0.0672,0.0307,0.0271,0.0296,0.0727,0.0380,0.0006,0.0052,0.0133,0.0096,0.1214,-0.0154,0.0194,0.4615,0.1154,0.4231,0.6628,-0.0171,-0.2090
pg21767-4,0.0228,0.2041,0.2186,0.0766,0.0268,0.0214,0.0283,0.0683,0.0432,0.0007,0.0055,0.0155,0.0087,0.1183,-0.0477,0.0215,0.4138,0.1724,0.4138,0.7111,-0.0171,-0.2090
pg21767-3,0.0219,0.2266,0.3185,0.0790,0.0287,0.0214,0.0328,0.0718,0.0368,0.0017,0.0062,0.0153,0.0071,0.1278,0.0058,0.0176,0.0714,0.2500,0.6786,0.6441,-0.0171,-0.2090
pg15321-20,0.0155,0.2695,0.2183,0.1037,0.0232,0.0259,0.0506,0.0817,0.0236,0.0034,0.0049,0.0040,0.0060,0.1446,0.1791,0.0006,0.0588,0.0588,0.8824,0.7124,0.0615,-0.4342
pg21767-2,0.0191,0.2112,0.2620,0.0722,0.0282,0.0245,0.0339,0.0695,0.0364,0.0004,0.0080,0.0162,0.0080,0.1280,0.0051,0.0160,0.1071,0.2500,0.6429,0.6353,-0.0171,-0.2090
pg15321-21,0.0154,0.2880,0.2649,0.0956,0.0301,0.0235,0.0491,0.0876,0.0246,0.0031,0.0067,0.0038,0.0049,0.1503,0.1912,0.0001,0.2778,0.0000,0.7222,0.7070,0.0615,-0.4342
pg21767-1,0.0171,0.2701,0.3490,0.0526,0.0259,0.0266,0.0333,0.0774,0.0317,0.0008,0.0088,0.0142,0.0049,0.1345,0.0786,0.0151,0.1034,0.2069,0.6897,0.5723,-0.0171,-0.2090
pg15321-22,0.0115,0.3517,0.2343,0.0842,0.0274,0.0250,0.0541,0.0856,0.0215,0.0016,0.0056,0.0020,0.0051,0.1490,0.2571,0.0003,0.2222,0.1667,0.6111,0.6374,0.0615,-0.4342
pg21887-8,0.0148,0.3699,0.0913,0.0784,0.0246,0.0247,0.0306,0.0305,0.0419,0.0005,0.0088,0.0031,0.0061,0.0735,-0.0113,0.0108,0.2593,0.1481,0.5926,0.6854,-0.0373,0.7633
pg21887-9,0.0167,0.2583,0.0681,0.0847,0.0210,0.0284,0.0312,0.0308,0.0446,0.0002,0.0063,0.0014,0.0080,0.0699,-0.0359,0.0153,0.0357,0.1429,0.8214,0.7169,-0.0373,0.7633
pg21887-6,0.0167,0.2988,0.1564,0.0846,0.0292,0.0247,0.0316,0.0373,0.0411,0.0003,0.0065,0.0029,0.0061,0.0786,-0.0037,0.0119,0.2143,0.1071,0.6786,0.6700,-0.0373,0.7633
pg21887-7,0.0192,0.2174,0.1134,0.0822,0.0245,0.0275,0.0268,0.0327,0.0446,0.0004,0.0050,0.0026,0.0107,0.0675,-0.0621,0.0180,0.1071,0.3571,0.5357,0.6906,-0.0373,0.7633
pg21887-4,0.0163,0.3333,0.0983,0.0782,0.0256,0.0238,0.0355,0.0337,0.0408,0.0002,0.0035,0.0017,0.0066,0.0746,-0.0100,0.0151,0.2500,0.2143,0.5357,0.6765,-0.0373,0.7633
pg21887-5,0.0170,0.2564,0.0681,0.0862,0.0269,0.0234,0.0325,0.0335,0.0390,0.0004,0.0064,0.0033,0.0110,0.0761,-0.0244,0.0156,0.0714,0.1786,0.7500,0.6757,-0.0373,0.7633
pg21887-2,0.0149,0.3605,0.0341,0.0738,0.0230,0.0255,0.0324,0.0339,0.0398,0.0006,0.0054,0.0032,0.0081,0.0755,-0.0173,0.0130,0.1481,0.2963,0.5556,0.6802,-0.0373,0.7633
pg21887-3,0.0172,0.3276,0.1020,0.0743,0.0237,0.0276,0.0294,0.0356,0.0371,0.0003,0.0026,0.0028,0.0094,0.0707,-0.0037,0.0148,0.2222,0.0370,0.7407,0.6417,-0.0373,0.7633
pg21887-1,0.0126,0.4669,0.1152,0.0730,0.0268,0.0264,0.0397,0.0318,0.0346,0.0003,0.0040,0.0032,0.0055,0.0790,0.0567,0.0084,0.1786,0.2857,0.5357,0.6131,-0.0373,0.7633
pg49718-1,0.0064,0.1130,0.1326,0.0713,0.0358,0.0255,0.0470,0.0772,0.0212,0.0011,0.0095,0.0000,0.0017,0.1348,0.3454,0.0040,0.1818,0.1818,0.6364,0.4796,0.1837,0.1954
pg49718-2,0.0097,0.2902,0.1010,0.0536,0.0236,0.0313,0.0409,0.0766,0.0286,0.0013,0.0088,0.0000,0.0028,0.1276,0.1644,0.0057,0.1875,0.2500,0.5625,0.5869,0.1837,0.1954
pg49718-3,0.0087,0.4127,0.2179,0.0694,0.0343,0.0241,0.0465,0.0707,0.0320,0.0015,0.0102,0.0000,0.0023,0.1289,0.1249,0.0029,0.1250,0.0000,0.8750,0.6214,0.1837,0.1954
pg49718-4,0.0104,0.3367,0.2073,0.0641,0.0348,0.0252,0.0396,0.0810,0.0265,0.0010,0.0117,0.0001,0.0069,0.1334,0.1317,0.0114,0.2000,0.5333,0.2667,0.6312,0.1837,0.1954
pg49718-5,0.0067,0.2417,0.1669,0.0595,0.0274,0.0255,0.0437,0.0758,0.0268,0.0009,0.0124,0.0000,0.0007,0.1328,0.2229,0.0032,0.2353,0.2353,0.5294,0.5711,0.1837,0.1954
pg49718-6,0.0071,0.2453,0.2906,0.0506,0.0289,0.0279,0.0425,0.0768,0.0219,0.0004,0.0123,0.0000,0.0042,0.1320,0.2542,0.0056,0.0667,0.1333,0.8000,0.5353,0.1837,0.1954
pg49718-7,0.0079,0.1802,0.0700,0.0826,0.0317,0.0274,0.0427,0.0809,0.0240,0.0007,0.0089,0.0000,0.0033,0.1332,0.2350,0.0054,0.0000,0.2857,0.7143,0.5601,0.1837,0.1954
pg49718-8,0.0079,0.4340,0.0723,0.0629,0.0311,0.0254,0.0465,0.0803,0.0264,0.0007,0.0077,0.0000,0.0037,0.1352,0.1791,0.0086,0.1176,0.3529,0.5294,0.6129,0.1837,0.1954
pg49718-9,0.0079,0.2357,0.2153,0.0541,0.0244,0.0299,0.0398,0.0829,0.0230,0.0009,0.0093,0.0000,0.0020,0.1329,0.2940,0.0057,0.0000,0.3750,0.6250,0.5300,0.1837,0.1954
pg1897-3,0.0218,0.3251,0.1566,0.0782,0.0227,0.0287,0.0342,0.0524,0.0456,0.0006,0.0064,0.0052,0.0053,0.0988,-0.0482,0.0194,0.1852,0.0741,0.7407,0.8111,-0.0511,-0.4782
pg1897-4,0.0251,0.3248,0.1475,0.0800,0.0210,0.0247,0.0333,0.0574,0.0454,0.0016,0.0052,0.0046,0.0054,0.1021,-0.0581,0.0215,0.4138,0.1724,0.4138,0.8261,-0.0511,-0.4782
pg1897-1,0.0171,0.5455,0.1319,0.0705,0.0250,0.0292,0.0377,0.0636,0.0385,0.0014,0.0068,0.0033,0.0047,0.1128,0.0151,0.0148,0.0000,0.1923,0.8077,0.7308,-0.0511,-0.4782
pg1897-2,0.0177,0.4715,0.1828,0.0729,0.0272,0.0300,0.0356,0.0567,0.0429,0.0006,0.0042,0.0026,0.0045,0.0997,-0.0219,0.0166,0.1481,0.1481,0.7037,0.7856,-0.0511,-0.4782
pg16137-3,0.0294,0.1796,0.2949,0.1080,0.0273,0.0229,0.0204,0.0669,0.0531,0.0001,0.0038,0.0135,0.0192,0.1047,-0.1371,0.0373,0.3077,0.3333,0.3590,0.8480,-0.0469,-0.9149
pg1897-7,0.0155,0.4467,0.0941,0.0576,0.0221,0.0303,0.0383,0.0594,0.0395,0.0009,0.0039,0.0025,0.0034,0.1050,0.0112,0.0091,0.3929,0.2500,0.3571,0.7484,-0.0511,-0.4782
pg16137-2,0.0277,0.1876,0.3001,0.1030,0.0313,0.0230,0.0240,0.0686,0.0502,0.0001,0.0061,0.0145,0.0165,0.1133,-0.1218,0.0339,0.3590,0.2821,0.3590,0.8431,-0.0469,-0.9149
pg1897-8,0.0131,0.5819,0.0000,0.0520,0.0255,0.0283,0.0431,0.0549,0.0364,0.0005,0.0068,0.0016,0.0037,0.1069,0.0528,0.0059,0.3214,0.0714,0.6071,0.7286,-0.0511,-0.4782
pg16137-1,0.0293,0.1331,0.3455,0.0835,0.0262,0.0219,0.0288,0.0681,0.0492,0.0002,0.0077,0.0125,0.0136,0.1173,-0.0957,0.0282,0.2105,0.1579,0.6316,0.7967,-0.0469,-0.9149
pg1897-5,0.0213,0.3674,0.2045,0.0696,0.0194,0.0261,0.0393,0.0553,0.0423,0.0009,0.0038,0.0061,0.0065,0.1054,-0.0353,0.0176,0.1481,0.0741,0.7778,0.7849,-0.0511,-0.4782
pg1897-6,0.0280,0.2821,0.2620,0.0754,0.0242,0.0277,0.0370,0.0579,0.0466,0.0010,0.0034,0.0037,0.0086,0.1030,-0.0697,0.0233,0.3448,0.1034,0.5517,0.8008,-0.0511,-0.4782
pg10473-5,0.0287,0.2962,0.0701,0.0989,0.0152,0.0222,0.0247,0.0483,0.0647,0.0004,0.0000,0.0044,0.0059,0.0778,-0.1379,0.0288,0.3409,0.2273,0.4318,0.8266,0.0031,-0.5083
pg31668-20,0.0121,0.3050,0.1198,0.0711,0.0299,0.0307,0.0302,0.0672,0.0329,0.0000,0.0030,0.0000,0.0076,0.1004,0.0557,0.0128,0.2500,0.1000,0.6500,0.6006,0.3293,0.1473
pg10473-6,0.0265,0.2776,0.0899,0.0845,0.0189,0.0210,0.0280,0.0556,0.0610,0.0001,0.0001,0.0042,0.0071,0.0880,-0.1209,0.0304,0.3864,0.1591,0.4545,0.7975,0.0031,-0.5083
pg31668-21,0.0072,0.2722,0.3160,0.0561,0.0284,0.0325,0.0365,0.0685,0.0283,0.0005,0.0022,0.0000,0.0027,0.1077,0.1775,0.0053,0.2105,0.3158,0.4737,0.5214,0.3293,0.1473
pg10473-3,0.0270,0.2610,0.0086,0.0798,0.0137,0.0203,0.0282,0.0532,0.0599,0.0001,0.0000,0.0044,0.0056,0.0859,-0.1297,0.0319,0.4773,0.1364,0.3864,0.8143,0.0031,-0.5083
pg1897-9,0.0183,0.3284,0.2822,0.0715,0.0227,0.0285,0.0385,0.0604,0.0433,0.0009,0.0051,0.0031,0.0050,0.1080,-0.0270,0.0137,0.2414,0.3448,0.4138,0.7996,-0.0511,-0.4782
pg31668-22,0.0118,0.2215,0.1359,0.0592,0.0225,0.0271,0.0394,0.0812,0.0276,0.0008,0.0039,0.0000,0.0081,0.1253,0.1289,0.0077,0.1000,0.5000,0.4000,0.5628,0.3293,0.1473
pg10473-4,0.0242,0.2852,0.0275,0.0871,0.0146,0.0203,0.0277,0.0486,0.0640,0.0002,0.0000,0.0042,0.0055,0.0807,-0.1319,0.0271,0.3182,0.0909,0.5909,0.8013,0.0031,-0.5083
pg31668-23,0.0101,0.2185,0.1832,0.0605,0.0288,0.0300,0.0426,0.0750,0.0253,0.0010,0.0027,0.0001,0.0083,0.1214,0.1572,0.0073,0.0526,0.2632,0.6842,0.5494,0.3293,0.1473
pg10473-9,0.0360,0.2592,0.0615,0.0840,0.0136,0.0192,0.0266,0.0534,0.0657,0.0001,0.0001,0.0048,0.0049,0.0850,-0.1384,0.0417,0.1860,0.1395,0.6744,0.8171,0.0031,-0.5083
pg10473-7,0.0312,0.2941,0.0312,0.0966,0.0156,0.0204,0.0248,0.0544,0.0634,0.0003,0.0000,0.0052,0.0077,0.0847,-0.1410,0.0362,0.3409,0.1364,0.5227,0.8212,0.0031,-0.5083
pg10473-8,0.0308,0.3549,0.0102,0.0758,0.0121,0.0198,0.0274,0.0570,0.0624,0.0002,0.0000,0.0043,0.0040,0.0889,-0.1254,0.0340,0.4091,0.1364,0.4545,0.7653,0.0031,-0.5083
pg4084-36,0.0059,0.5667,0.1413,0.0474,0.0495,0.0275,0.0307,0.0864,0.0179,0.0014,0.0101,0.0014,0.0018,0.1300,0.4407,0.0042,0.2000,0.3000,0.5000,0.3301,0.1423,0.9673
pg4084-35,0.0058,0.6931,0.0515,0.0555,0.0455,0.0312,0.0319,0.0883,0.0182,0.0010,0.0121,0.0007,0.0003,0.1340,0.5215,0.0019,0.1000,0.0000,0.9000,0.2648,0.1423,0.9673
pg10473-1,0.0247,0.3269,0.0777,0.0756,0.0183,0.0227,0.0255,0.0495,0.0628,0.0001,0.0001,0.0061,0.0055,0.0813,-0.1206,0.0253,0.1591,0.1818,0.6591,0.7383,0.0031,-0.5083
pg10473-2,0.0288,0.3248,0.0847,0.0972,0.0161,0.0203,0.0255,0.0480,0.0688,0.0001,0.0001,0.0053,0.0044,0.0790,-0.1412,0.0325,0.2045,0.3182,0.4773,0.8285,0.0031,-0.5083
pg16137-7,0.0320,0.2259,0.3037,0.1038,0.0312,0.0233,0.0224,0.0575,0.0515,0.0007,0.0066,0.0224,0.0190,0.1096,-0.1308,0.0347,0.2564,0.3846,0.3590,0.8482,-0.0469,-0.9149
pg16662-1,0.0150,0.3741,0.1973,0.0782,0.0247,0.0213,0.0383,0.0877,0.0259,0.0036,0.0021,0.0020,0.0028,0.1337,0.1416,0.0147,0.0714,0.0714,0.8571,0.6622,0.0445,-0.1238
pg16137-6,0.0300,0.2571,0.2779,0.0894,0.0261,0.0246,0.0229,0.0661,0.0476,0.0006,0.0054,0.0107,0.0186,0.1057,-0.1123,0.0303,0.2973,0.2432,0.4595,0.8209,-0.0469,-0.9149
pg16662-2,0.0167,0.3356,0.2272,0.0768,0.0284,0.0211,0.0392,0.0782,0.0302,0.0038,0.0035,0.0030,0.0028,0.1277,0.0993,0.0147,0.0526,0.1053,0.8421,0.6525,0.0445,-0.1238
pg16137-5,0.0300,0.1632,0.3157,0.0950,0.0257,0.0250,0.0227,0.0694,0.0513,0.0001,0.0059,0.0121,0.0199,0.1102,-0.1251,0.0368,0.1579,0.4211,0.4211,0.8399,-0.0469,-0.9149
pg40672-1,0.0259,0.2000,0.1198,0.0820,0.0215,0.0227,0.0360,0.0781,0.0424,0.0005,0.0057,0.0051,0.0137,0.1254,-0.0556,0.0269,0.3514,0.2162,0.4324,0.8214,-0.1000,-0.6923
pg16137-4,0.0273,0.2076,0.2901,0.1021,0.0313,0.0214,0.0210,0.0689,0.0482,0.0001,0.0054,0.0114,0.0146,0.1068,-0.1059,0.0283,0.2973,0.3243,0.3784,0.8089,-0.0469,-0.9149
pg40672-2,0.0256,0.2874,0.0556,0.0629,0.0199,0.0207,0.0364,0.0855,0.0401,0.0002,0.0060,0.0045,0.0117,0.1326,-0.0225,0.0268,0.2105,0.2895,0.5000,0.7769,-0.1000,-0.6923
pg16662-5,0.0171,0.2033,0.3274,0.0710,0.0249,0.0231,0.0376,0.0816,0.0336,0.0037,0.0027,0.0024,0.0034,0.1280,0.0577,0.0153,0.3000,0.2000,0.5000,0.6652,0.0445,-0.1238
pg40672-3,0.0303,0.2284,0.0888,0.0862,0.0298,0.0163,0.0331,0.0738,0.0492,0.0011,0.0084,0.0063,0.0160,0.1227,-0.0983,0.0343,0.3077,0.2308,0.4615,0.8685,-0.1000,-0.6923
pg16662-6,0.0157,0.3336,0.2597,0.0798,0.0257,0.0223,0.0357,0.0801,0.0306,0.0017,0.0043,0.0035,0.0053,0.1253,0.0721,0.0151,0.3500,0.1000,0.5500,0.7069,0.0445,-0.1238
pg40672-4,0.0228,0.2445,0.1197,0.0783,0.0317,0.0220,0.0364,0.0804,0.0447,0.0004,0.0043,0.0063,0.0124,0.1278,-0.0550,0.0235,0.2973,0.2432,0.4595,0.7916,-0.1000,-0.6923
pg16137-9,0.0289,0.1725,0.2692,0.0982,0.0270,0.0235,0.0232,0.0686,0.0503,0.0002,0.0039,0.0151,0.0197,0.1110,-0.1286,0.0360,0.2821,0.2308,0.4872,0.8590,-0.0469,-0.9149
pg16662-3,0.0156,0.3129,0.2258,0.0803,0.0242,0.0230,0.0366,0.0831,0.0317,0.0016,0.0021,0.0012,0.0046,0.1246,0.0764,0.0157,0.3000,0.1500,0.5500,0.6700,0.0445,-0.1238
pg16137-8,0.0298,0.1930,0.3461,0.0908,0.0320,0.0237,0.0278,0.0610,0.0460,0.0000,0.0073,0.0138,0.0163,0.1099,-0.1116,0.0311,0.3590,0.3077,0.3333,0.8223,-0.0469,-0.9149
pg16662-4,0.0192,0.3168,0.2487,0.0756,0.0229,0.0183,0.0390,0.0859,0.0333,0.0029,0.0020,0.0020,0.0044,0.1318,0.0528,0.0172,0.2105,0.1579,0.6316,0.7141,0.0445,-0.1238
pg15321-17,0.0137,0.2347,0.4028,0.0841,0.0301,0.0271,0.0464,0.0786,0.0219,0.0022,0.0064,0.0019,0.0057,0.1355,0.1894,0.0004,0.2778,0.2778,0.4444,0.6956,0.0615,-0.4342
pg15321-18,0.0183,0.3514,0.1415,0.1035,0.0223,0.0251,0.0455,0.0783,0.0256,0.0040,0.0063,0.0038,0.0078,0.1379,0.0993,0.0000,0.4118,0.1176,0.4706,0.7315,0.0615,-0.4342
pg15321-19,0.0159,0.2673,0.2477,0.0913,0.0258,0.0253,0.0514,0.0831,0.0274,0.0031,0.0073,0.0044,0.0062,0.1493,0.1249,0.0006,0.3889,0.0000,0.6111,0.7300,0.0615,-0.4342
pg15321-13,0.0124,0.2530,0.2712,0.0889,0.0269,0.0277,0.0514,0.0784,0.0278,0.0013,0.0067,0.0039,0.0048,0.1417,0.1551,0.0002,0.1176,0.1176,0.7647,0.7161,0.0615,-0.4342
pg15321-14,0.0143,0.2416,0.3235,0.0939,0.0282,0.0258,0.0469,0.0800,0.0310,0.0022,0.0050,0.0026,0.0042,0.1367,0.1017,0.0000,0.1765,0.2353,0.5882,0.7353,0.0615,-0.4342
pg15321-15,0.0156,0.2312,0.2790,0.0883,0.0289,0.0261,0.0466,0.0756,0.0278,0.0026,0.0060,0.0043,0.0089,0.1351,0.0808,0.0002,0.4444,0.1111,0.4444,0.7452,0.0615,-0.4342
pg15321-16,0.0135,0.2479,0.2707,0.1033,0.0282,0.0237,0.0502,0.0750,0.0281,0.0020,0.0061,0.0041,0.0046,0.1374,0.1276,0.0005,0.0625,0.1875,0.7500,0.7279,0.0615,-0.4342
pg15321-10,0.0178,0.2386,0.2530,0.1028,0.0221,0.0224,0.0490,0.0827,0.0278,0.0032,0.0058,0.0034,0.0062,0.1441,0.0957,0.0002,0.4706,0.1176,0.4118,0.7266,0.0615,-0.4342
pg15321-11,0.0104,0.2551,0.2671,0.1071,0.0258,0.0228,0.0525,0.0777,0.0276,0.0020,0.0049,0.0045,0.0043,0.1416,0.1222,0.0016,0.0588,0.2353,0.7059,0.7290,0.0615,-0.4342
pg15321-12,0.0141,0.3108,0.2189,0.0848,0.0230,0.0241,0.0522,0.0873,0.0276,0.0024,0.0066,0.0026,0.0040,0.1511,0.1520,0.0010,0.1765,0.1176,0.7059,0.6852,0.0615,-0.4342
pg2150EdgarPoe4-9,0.0073,0.1361,0.0067,0.0361,0.0180,0.0288,0.0366,0.0696,0.0373,0.0003,0.0037,0.0125,0.0026,0.1228,0.0530,0.0009,0.1200,0.2400,0.6400,0.5116,0.1348,0.8474
pg2150EdgarPoe4-8,0.0081,0.1548,0.0116,0.0494,0.0197,0.0306,0.0395,0.0745,0.0329,0.0005,0.0067,0.0131,0.0056,0.1343,0.0370,0.0076,0.2500,0.1667,0.5833,0.5693,0.1348,0.8474
pg2150EdgarPoe4-7,0.0090,0.1691,0.0320,0.0584,0.0291,0.0302,0.0305,0.0771,0.0319,0.0004,0.0039,0.0203,0.0049,0.1322,0.0853,0.0048,0.0800,0.1200,0.8000,0.5206,0.1348,0.8474
pg158JaneAustenEmma-3,0.0145,0.2089,0.2106,0.0900,0.0268,0.0209,0.0370,0.0629,0.0394,0.0005,0.0113,0.0098,0.0083,0.1215,-0.0147,0.0128,0.2917,0.2500,0.4583,0.6988,-0.0320,-0.5691
pg158JaneAustenEmma-2,0.0133,0.1442,0.2153,0.0878,0.0218,0.0195,0.0354,0.0570,0.0395,0.0008,0.0119,0.0105,0.0085,0.1156,-0.0140,0.0141,0.2500,0.1667,0.5833,0.7023,-0.0320,-0.5691
pg11970-1,0.0180,0.3047,0.1729,0.0836,0.0280,0.0245,0.0304,0.0560,0.0442,0.0008,0.0107,0.0003,0.0021,0.0982,-0.0167,0.0152,0.2857,0.1429,0.5714,0.7588,-0.0405,-1.1971
pg158JaneAustenEmma-1,0.0097,0.2550,0.3003,0.0656,0.0293,0.0223,0.0451,0.0649,0.0318,0.0013,0.0116,0.0070,0.0049,0.1299,0.0957,0.0065,0.2727,0.1818,0.5455,0.6192,-0.0320,-0.5691
pg158JaneAustenEmma-7,0.0097,0.1410,0.2977,0.0780,0.0241,0.0210,0.0401,0.0674,0.0305,0.0015,0.0146,0.0173,0.0092,0.1409,0.0668,0.0090,0.3182,0.2273,0.4545,0.6568,-0.0320,-0.5691
pg158JaneAustenEmma-6,0.0102,0.2379,0.2645,0.0770,0.0285,0.0243,0.0392,0.0621,0.0288,0.0012,0.0133,0.0131,0.0073,0.1289,0.1117,0.0070,0.1739,0.0435,0.7826,0.6095,-0.0320,-0.5691
