bookId-chunkNo,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21
pg32840-19,0.0127,0.3520,0.0183,0.0786,0.0251,0.0271,0.0338,0.0735,0.0327,0.0005,0.0090,0.0043,0.0039,0.1211,0.0742,0.0122,0.0435,0.1304,0.8261,0.6595,0.2039,0.8035
pg30736-13,0.0167,0.2262,0.2154,0.0586,0.0251,0.0215,0.0325,0.0535,0.0366,0.0003,0.0009,0.0091,0.0068,0.0962,0.0144,0.0170,0.0909,0.1364,0.7727,0.6416,-0.0076,0.2716
pg30736-12,0.0177,0.2345,0.2906,0.0737,0.0278,0.0239,0.0275,0.0504,0.0359,0.0003,0.0005,0.0071,0.0059,0.0858,0.0183,0.0154,0.1739,0.3043,0.5217,0.6566,-0.0076,0.2716
pg41483-4,0.0165,0.2326,0.0620,0.0998,0.0180,0.0274,0.0384,0.0532,0.0377,0.0005,0.0018,0.0132,0.0026,0.1071,0.0274,0.0158,0.1667,0.0833,0.7500,0.7102,-0.0915,0.0030
pg41483-5,0.0211,0.2589,0.0727,0.0955,0.0200,0.0242,0.0359,0.0562,0.0369,0.0005,0.0026,0.0113,0.0028,0.1065,0.0326,0.0159,0.2174,0.1739,0.6087,0.6774,-0.0915,0.0030
pg7758-1,0.0064,0.1933,0.0897,0.0858,0.0350,0.0257,0.0397,0.0574,0.0317,0.0037,0.0127,0.0151,0.0099,0.1287,0.0271,0.0045,0.1304,0.2174,0.6522,0.6664,-0.1149,0.4764
pg41483-2,0.0202,0.3346,0.0187,0.0904,0.0166,0.0263,0.0373,0.0529,0.0424,0.0007,0.0026,0.0069,0.0044,0.1004,-0.0167,0.0159,0.0870,0.1739,0.7391,0.7076,-0.0915,0.0030
pg41483-3,0.0174,0.2365,0.0560,0.0862,0.0191,0.0272,0.0355,0.0563,0.0375,0.0005,0.0031,0.0098,0.0031,0.1052,0.0343,0.0125,0.1304,0.1739,0.6957,0.6799,-0.0915,0.0030
pg41483-6,0.0193,0.2316,0.0695,0.0962,0.0204,0.0231,0.0328,0.0549,0.0354,0.0004,0.0014,0.0178,0.0028,0.1073,0.0577,0.0137,0.1739,0.1739,0.6522,0.6876,-0.0915,0.0030
pg41483-7,0.0192,0.2096,0.1224,0.1138,0.0210,0.0296,0.0326,0.0648,0.0320,0.0006,0.0021,0.0228,0.0021,0.1229,0.1029,0.0174,0.0909,0.1818,0.7273,0.6585,-0.0915,0.0030
pg41672-20,0.0157,0.1814,0.2746,0.0629,0.0244,0.0290,0.0484,0.0775,0.0322,0.0004,0.0087,0.0074,0.0108,0.1425,0.0078,0.0151,0.1200,0.2000,0.6800,0.7419,0.0626,-0.1673
pg19510-9,0.0154,0.2778,0.1924,0.0787,0.0185,0.0270,0.0342,0.0480,0.0567,0.0004,0.0026,0.0051,0.0027,0.0903,-0.0821,0.0142,0.2778,0.1667,0.5556,0.6902,-0.0394,0.6613
pg22205-7,0.0083,0.2579,0.0502,0.0909,0.0227,0.0293,0.0466,0.0720,0.0313,0.0009,0.0043,0.0033,0.0025,0.1271,0.1235,0.0118,0.0500,0.1000,0.8500,0.6501,-0.0798,-0.1628
pg47744-7,0.0159,0.0686,0.4503,0.0611,0.0264,0.0245,0.0388,0.0551,0.0409,0.0001,0.0032,0.0089,0.0042,0.1061,-0.0086,0.0086,0.1111,0.1481,0.7407,0.6644,-0.0044,0.7826
pg19510-8,0.0182,0.1713,0.2136,0.0766,0.0203,0.0242,0.0323,0.0518,0.0582,0.0002,0.0010,0.0064,0.0055,0.0917,-0.0976,0.0193,0.3333,0.2778,0.3889,0.7567,-0.0394,0.6613
pg22205-8,0.0140,0.2329,0.0092,0.1087,0.0214,0.0295,0.0396,0.0650,0.0354,0.0002,0.0039,0.0008,0.0029,0.1095,0.0370,0.0195,0.2273,0.1364,0.6364,0.7282,-0.0798,-0.1628
pg47744-6,0.0162,0.1070,0.3479,0.0495,0.0215,0.0262,0.0363,0.0543,0.0383,0.0002,0.0019,0.0099,0.0051,0.1026,-0.0008,0.0141,0.2308,0.1538,0.6154,0.6093,-0.0044,0.7826
pg22205-5,0.0147,0.1686,0.1141,0.1069,0.0307,0.0274,0.0380,0.0576,0.0359,0.0006,0.0032,0.0026,0.0025,0.1020,0.0538,0.0168,0.1739,0.1304,0.6957,0.7017,-0.0798,-0.1628
pg47744-5,0.0170,0.1123,0.3333,0.0611,0.0208,0.0240,0.0337,0.0586,0.0395,0.0001,0.0018,0.0088,0.0061,0.1030,-0.0044,0.0169,0.1538,0.1538,0.6923,0.6155,-0.0044,0.7826
pg22205-6,0.0168,0.1244,0.1494,0.0983,0.0255,0.0234,0.0361,0.0701,0.0429,0.0003,0.0031,0.0027,0.0043,0.1123,-0.0127,0.0244,0.1250,0.3333,0.5417,0.7382,-0.0798,-0.1628
pg47744-4,0.0173,0.0385,0.5078,0.0596,0.0235,0.0252,0.0384,0.0615,0.0420,0.0001,0.0030,0.0096,0.0056,0.1126,-0.0212,0.0104,0.1786,0.2500,0.5714,0.6245,-0.0044,0.7826
pg41672-19,0.0155,0.1177,0.2987,0.0952,0.0280,0.0255,0.0410,0.0735,0.0388,0.0000,0.0089,0.0071,0.0132,0.1305,-0.0482,0.0156,0.1600,0.1600,0.6800,0.7823,0.0626,-0.1673
pg47744-3,0.0177,0.1046,0.3218,0.0721,0.0292,0.0222,0.0318,0.0604,0.0382,0.0003,0.0028,0.0120,0.0095,0.1073,-0.0160,0.0131,0.1786,0.2143,0.6071,0.6265,-0.0044,0.7826
pg47744-2,0.0141,0.1773,0.3569,0.0563,0.0300,0.0250,0.0349,0.0569,0.0335,0.0001,0.0030,0.0107,0.0021,0.1056,0.0830,0.0093,0.1429,0.3214,0.5357,0.5522,-0.0044,0.7826
pg22205-9,0.0128,0.1139,0.0911,0.0934,0.0251,0.0309,0.0404,0.0629,0.0338,0.0007,0.0028,0.0011,0.0017,0.1079,0.0742,0.0168,0.1905,0.1905,0.6190,0.6664,-0.0798,-0.1628
pg47744-1,0.0136,0.3112,0.4391,0.0471,0.0342,0.0288,0.0377,0.0578,0.0352,0.0001,0.0026,0.0110,0.0027,0.1092,0.0775,0.0057,0.1154,0.3846,0.5000,0.5195,-0.0044,0.7826
pg41672-15,0.0128,0.2074,0.3460,0.0667,0.0278,0.0270,0.0450,0.0777,0.0302,0.0003,0.0101,0.0059,0.0066,0.1390,0.0637,0.0134,0.0769,0.1154,0.8077,0.6665,0.0626,-0.1673
pg41672-16,0.0123,0.2416,0.3077,0.0731,0.0283,0.0288,0.0483,0.0730,0.0308,0.0002,0.0079,0.0093,0.0092,0.1387,0.0300,0.0109,0.2308,0.2692,0.5000,0.7092,0.0626,-0.1673
pg41672-17,0.0189,0.2680,0.1261,0.0920,0.0222,0.0224,0.0357,0.0690,0.0351,0.0001,0.0092,0.0072,0.0182,0.1212,-0.0581,0.0219,0.2083,0.2083,0.5833,0.7677,0.0626,-0.1673
pg41672-18,0.0166,0.3287,0.1877,0.0770,0.0237,0.0287,0.0432,0.0772,0.0385,0.0001,0.0080,0.0076,0.0096,0.1361,-0.0244,0.0175,0.0385,0.0769,0.8846,0.7523,0.0626,-0.1673
pg22205-3,0.0139,0.2408,0.0134,0.0885,0.0232,0.0351,0.0461,0.0585,0.0417,0.0001,0.0032,0.0014,0.0015,0.1093,0.0104,0.0136,0.2500,0.2500,0.5000,0.7327,-0.0798,-0.1628
pg41672-11,0.0164,0.1604,0.3007,0.0683,0.0215,0.0260,0.0418,0.0818,0.0364,0.0002,0.0077,0.0046,0.0098,0.1361,-0.0106,0.0181,0.3462,0.1538,0.5000,0.7073,0.0626,-0.1673
pg22205-4,0.0123,0.2038,0.1210,0.0925,0.0282,0.0293,0.0456,0.0577,0.0353,0.0005,0.0051,0.0033,0.0029,0.1122,0.0710,0.0113,0.0000,0.3043,0.6957,0.6587,-0.0798,-0.1628
pg41672-12,0.0154,0.1571,0.3411,0.0614,0.0201,0.0260,0.0420,0.0871,0.0340,0.0005,0.0086,0.0044,0.0103,0.1426,0.0143,0.0150,0.1250,0.3333,0.5417,0.6986,0.0626,-0.1673
pg22205-1,0.0106,0.1266,0.1365,0.1009,0.0302,0.0265,0.0405,0.0573,0.0362,0.0001,0.0041,0.0027,0.0009,0.1047,0.0689,0.0111,0.0455,0.2273,0.7273,0.7034,-0.0798,-0.1628
pg25730-1,0.0077,0.5182,0.1090,0.0589,0.0264,0.0248,0.0371,0.0447,0.0308,0.0007,0.0027,0.0042,0.0010,0.0894,0.1345,0.0073,0.0526,0.0526,0.8947,0.5196,-0.0692,1.3153
pg41672-13,0.0138,0.1472,0.3446,0.0711,0.0267,0.0270,0.0447,0.0806,0.0348,0.0005,0.0074,0.0070,0.0067,0.1402,0.0370,0.0143,0.1111,0.2593,0.6296,0.6983,0.0626,-0.1673
pg47744-9,0.0213,0.1638,0.2251,0.0803,0.0290,0.0235,0.0305,0.0553,0.0413,0.0001,0.0035,0.0100,0.0083,0.0994,-0.0659,0.0162,0.3929,0.1429,0.4643,0.6853,-0.0044,0.7826
pg22205-2,0.0122,0.2500,0.0404,0.0907,0.0233,0.0350,0.0435,0.0665,0.0366,0.0009,0.0039,0.0027,0.0035,0.1175,0.0361,0.0134,0.1579,0.2632,0.5789,0.7078,-0.0798,-0.1628
pg25730-2,0.0073,0.5386,0.0398,0.0650,0.0230,0.0294,0.0349,0.0442,0.0271,0.0008,0.0037,0.0054,0.0005,0.0890,0.2094,0.0026,0.3500,0.0500,0.6000,0.4837,-0.0692,1.3153
pg41672-14,0.0195,0.1607,0.2713,0.0857,0.0282,0.0264,0.0394,0.0818,0.0338,0.0002,0.0059,0.0066,0.0085,0.1339,0.0066,0.0171,0.2083,0.1250,0.6667,0.6900,0.0626,-0.1673
pg47744-8,0.0184,0.1954,0.2299,0.0699,0.0258,0.0221,0.0348,0.0525,0.0421,0.0003,0.0033,0.0112,0.0052,0.1021,-0.0275,0.0129,0.0714,0.2143,0.7143,0.6729,-0.0044,0.7826
pg35430-1,0.0199,0.1953,0.2070,0.0737,0.0292,0.0265,0.0301,0.0601,0.0425,0.0002,0.0047,0.0051,0.0127,0.1002,-0.0601,0.0206,0.3000,0.2000,0.5000,0.6916,-0.0480,0.0901
pg37208-7,0.0135,0.2518,0.3306,0.0797,0.0307,0.0294,0.0269,0.0628,0.0421,0.0009,0.0080,0.0117,0.0106,0.1103,-0.0416,0.0131,0.4231,0.0769,0.5000,0.7526,-0.0480,0.3107
pg35430-2,0.0156,0.2456,0.3628,0.0767,0.0308,0.0262,0.0367,0.0610,0.0413,0.0001,0.0043,0.0058,0.0060,0.1079,-0.0312,0.0125,0.1034,0.1379,0.7586,0.6778,-0.0480,0.0901
pg37208-6,0.0134,0.2674,0.3266,0.0871,0.0262,0.0292,0.0289,0.0626,0.0376,0.0009,0.0082,0.0082,0.0091,0.1088,-0.0015,0.0128,0.2857,0.2381,0.4762,0.7187,-0.0480,0.3107
pg35430-3,0.0152,0.2696,0.1864,0.0771,0.0275,0.0259,0.0344,0.0611,0.0403,0.0003,0.0039,0.0071,0.0113,0.1068,-0.0399,0.0141,0.2414,0.0345,0.7241,0.6641,-0.0480,0.0901
pg37208-9,0.0133,0.2075,0.2075,0.0748,0.0216,0.0265,0.0253,0.0616,0.0359,0.0010,0.0064,0.0111,0.0091,0.1054,0.0074,0.0110,0.2308,0.2308,0.5385,0.6916,-0.0480,0.3107
pg35430-4,0.0184,0.2457,0.1828,0.0899,0.0277,0.0240,0.0368,0.0567,0.0423,0.0002,0.0059,0.0064,0.0134,0.1060,-0.0556,0.0197,0.2333,0.2000,0.5667,0.7576,-0.0480,0.0901
pg37208-8,0.0145,0.2673,0.2700,0.0814,0.0271,0.0274,0.0238,0.0673,0.0359,0.0015,0.0063,0.0088,0.0059,0.1077,0.0352,0.0142,0.1600,0.3200,0.5200,0.6743,-0.0480,0.3107
pg41672-10,0.0139,0.1323,0.3536,0.0626,0.0228,0.0313,0.0498,0.0815,0.0322,0.0002,0.0089,0.0051,0.0086,0.1455,0.0335,0.0145,0.2593,0.2593,0.4815,0.7193,0.0626,-0.1673
pg37208-1,0.0159,0.2585,0.1896,0.0723,0.0221,0.0306,0.0366,0.0567,0.0335,0.0010,0.0080,0.0064,0.0078,0.1087,0.0567,0.0131,0.0800,0.3200,0.6000,0.6591,-0.0480,0.3107
pg37208-3,0.0151,0.2281,0.2912,0.0763,0.0219,0.0324,0.0342,0.0629,0.0334,0.0011,0.0086,0.0062,0.0086,0.1130,0.0388,0.0141,0.2174,0.1739,0.6087,0.6625,-0.0480,0.3107
pg37208-2,0.0107,0.2329,0.2774,0.0705,0.0218,0.0289,0.0334,0.0581,0.0364,0.0010,0.0090,0.0080,0.0047,0.1095,0.0471,0.0093,0.2083,0.2500,0.5417,0.6749,-0.0480,0.3107
pg41483-1,0.0194,0.3324,0.0057,0.0875,0.0181,0.0262,0.0341,0.0553,0.0417,0.0007,0.0024,0.0058,0.0036,0.0983,0.0014,0.0145,0.1304,0.0435,0.8261,0.7064,-0.0915,0.0030
pg37208-5,0.0143,0.2002,0.2340,0.0907,0.0247,0.0275,0.0270,0.0583,0.0429,0.0015,0.0089,0.0091,0.0067,0.1048,-0.0147,0.0165,0.0769,0.1538,0.7692,0.7184,-0.0480,0.3107
pg37208-4,0.0130,0.3084,0.3145,0.0740,0.0249,0.0308,0.0324,0.0574,0.0371,0.0007,0.0083,0.0091,0.0053,0.1079,0.0415,0.0120,0.2400,0.2800,0.4800,0.6656,-0.0480,0.3107
pg39425-2,0.0114,0.1306,0.1704,0.0801,0.0478,0.0187,0.0327,0.0890,0.0210,0.0046,0.0150,0.0080,0.0069,0.1493,0.1947,0.0087,0.4000,0.0000,0.6000,0.5104,-0.0894,-0.4867
pg39425-1,0.0133,0.2862,0.1618,0.0677,0.0553,0.0232,0.0331,0.0866,0.0196,0.0060,0.0184,0.0055,0.0098,0.1496,0.2020,0.0116,0.2000,0.0400,0.7600,0.4869,-0.0894,-0.4867
pg41817-9,0.0203,0.3251,0.0737,0.1063,0.0281,0.0254,0.0375,0.0560,0.0425,0.0003,0.0037,0.0093,0.0096,0.1068,-0.0365,0.0217,0.1852,0.1852,0.6296,0.7677,0.0413,-0.0104
pg41817-8,0.0216,0.2747,0.0638,0.1068,0.0217,0.0266,0.0326,0.0531,0.0479,0.0010,0.0034,0.0065,0.0089,0.0966,-0.0697,0.0206,0.3750,0.2083,0.4167,0.8016,0.0413,-0.0104
pg41817-7,0.0083,0.1257,0.1512,0.0929,0.0288,0.0314,0.0467,0.0564,0.0348,0.0012,0.0046,0.0042,0.0031,0.1131,0.0819,0.0060,0.1154,0.2308,0.6538,0.6913,0.0413,-0.0104
pg41817-6,0.0133,0.1425,0.1612,0.0947,0.0281,0.0299,0.0388,0.0608,0.0392,0.0013,0.0041,0.0081,0.0071,0.1131,0.0021,0.0137,0.1852,0.2963,0.5185,0.7412,0.0413,-0.0104
pg41817-5,0.0203,0.2504,0.1922,0.0889,0.0245,0.0239,0.0363,0.0528,0.0414,0.0004,0.0040,0.0149,0.0093,0.1084,-0.0336,0.0212,0.2692,0.2308,0.5000,0.7446,0.0413,-0.0104
pg41817-4,0.0171,0.2520,0.2230,0.0997,0.0281,0.0248,0.0360,0.0524,0.0385,0.0004,0.0036,0.0155,0.0096,0.1079,-0.0100,0.0172,0.1111,0.1852,0.7037,0.7428,0.0413,-0.0104
pg41817-3,0.0153,0.1412,0.1057,0.0955,0.0256,0.0328,0.0411,0.0656,0.0392,0.0010,0.0036,0.0059,0.0079,0.1172,0.0135,0.0162,0.1923,0.0769,0.7308,0.7599,0.0413,-0.0104
pg25730-3,0.0060,0.5820,0.0445,0.0635,0.0219,0.0268,0.0362,0.0445,0.0281,0.0003,0.0023,0.0040,0.0002,0.0873,0.1825,0.0029,0.1111,0.2222,0.6667,0.5139,-0.0692,1.3153
pg25730-4,0.0092,0.4584,0.0946,0.0705,0.0257,0.0274,0.0390,0.0397,0.0324,0.0003,0.0018,0.0039,0.0016,0.0847,0.0957,0.0058,0.3500,0.1500,0.5000,0.5565,-0.0692,1.3153
pg20610-21,0.0042,0.1231,0.0065,0.0329,0.0215,0.0241,0.0419,0.0968,0.0116,0.0081,0.0159,0.0086,0.0039,0.1713,0.6097,0.0013,0.0000,0.2500,0.7500,0.2617,0.3835,1.4827
pg25730-5,0.0118,0.3806,0.0324,0.0709,0.0187,0.0278,0.0335,0.0438,0.0363,0.0006,0.0028,0.0023,0.0025,0.0830,0.0224,0.0139,0.1500,0.3000,0.5500,0.6209,-0.0692,1.3153
pg35443-2,0.0222,0.1160,0.1150,0.0773,0.0279,0.0268,0.0338,0.0526,0.0378,0.0017,0.0132,0.0083,0.0031,0.1096,0.0326,0.0073,0.2000,0.1500,0.6500,0.6455,-0.0352,-0.3995
pg25730-6,0.0039,0.5717,0.0919,0.0640,0.0252,0.0305,0.0358,0.0501,0.0246,0.0005,0.0012,0.0016,0.0005,0.0892,0.2455,0.0027,0.0000,0.3000,0.7000,0.4579,-0.0692,1.3153
pg35443-1,0.0218,0.2081,0.0451,0.0792,0.0294,0.0282,0.0325,0.0615,0.0361,0.0011,0.0081,0.0060,0.0027,0.1092,0.0648,0.0074,0.0476,0.2381,0.7143,0.6602,-0.0352,-0.3995
pg25730-7,0.0139,0.4963,0.0909,0.0712,0.0223,0.0225,0.0373,0.0434,0.0337,0.0007,0.0024,0.0030,0.0019,0.0868,0.0700,0.0132,0.2000,0.3000,0.5000,0.6202,-0.0692,1.3153
pg20610-20,0.0042,0.1739,0.0059,0.0297,0.0209,0.0241,0.0413,0.0903,0.0152,0.0071,0.0166,0.0047,0.0015,0.1600,0.5403,0.0027,0.0000,0.1667,0.8333,0.2756,0.3835,1.4827
pg25730-8,0.0068,0.5720,0.0306,0.0582,0.0203,0.0266,0.0414,0.0471,0.0282,0.0005,0.0028,0.0028,0.0012,0.0946,0.1692,0.0039,0.1579,0.0526,0.7895,0.5055,-0.0692,1.3153
pg25730-9,0.0087,0.5331,0.0395,0.0671,0.0190,0.0230,0.0390,0.0443,0.0275,0.0008,0.0055,0.0018,0.0012,0.0914,0.1402,0.0062,0.1053,0.1053,0.7895,0.5082,-0.0692,1.3153
pg19510-1,0.0186,0.1958,0.3676,0.0839,0.0249,0.0271,0.0311,0.0475,0.0566,0.0008,0.0019,0.0069,0.0045,0.0882,-0.0854,0.0165,0.2000,0.2857,0.5143,0.7009,-0.0394,0.6613
pg41817-2,0.0165,0.2356,0.0635,0.1088,0.0283,0.0269,0.0384,0.0555,0.0361,0.0006,0.0048,0.0153,0.0059,0.1146,0.0424,0.0148,0.1923,0.2692,0.5385,0.7345,0.0413,-0.0104
pg41817-1,0.0164,0.2675,0.0543,0.0958,0.0257,0.0272,0.0418,0.0616,0.0443,0.0011,0.0067,0.0057,0.0038,0.1169,-0.0120,0.0109,0.0769,0.3077,0.6154,0.7158,0.0413,-0.0104
pg19510-3,0.0182,0.2320,0.3421,0.0888,0.0211,0.0300,0.0343,0.0500,0.0610,0.0001,0.0013,0.0050,0.0035,0.0907,-0.1037,0.0177,0.2286,0.1143,0.6571,0.7696,-0.0394,0.6613
pg19510-2,0.0143,0.1527,0.4000,0.0849,0.0251,0.0284,0.0339,0.0547,0.0524,0.0006,0.0021,0.0072,0.0038,0.0985,-0.0606,0.0124,0.3056,0.1944,0.5000,0.7142,-0.0394,0.6613
pg14581-9,0.0254,0.4946,0.1130,0.0703,0.0324,0.0293,0.0324,0.0488,0.0432,0.0008,0.0065,0.0066,0.0093,0.0951,-0.0493,0.0160,0.1852,0.1111,0.7037,0.6965,-0.0798,-0.4009
pg19510-5,0.0147,0.1938,0.2897,0.0811,0.0252,0.0298,0.0391,0.0503,0.0508,0.0005,0.0011,0.0054,0.0033,0.0964,-0.0586,0.0121,0.3056,0.1389,0.5556,0.7475,-0.0394,0.6613
pg19510-4,0.0122,0.1897,0.2860,0.0816,0.0212,0.0316,0.0365,0.0558,0.0512,0.0005,0.0017,0.0066,0.0032,0.1011,-0.0504,0.0110,0.1667,0.1667,0.6667,0.7241,-0.0394,0.6613
pg19510-7,0.0136,0.1975,0.2557,0.0675,0.0201,0.0277,0.0363,0.0513,0.0524,0.0003,0.0021,0.0050,0.0029,0.0950,-0.0621,0.0121,0.1765,0.0588,0.7647,0.7487,-0.0394,0.6613
pg19510-6,0.0157,0.1629,0.2229,0.0689,0.0195,0.0272,0.0353,0.0546,0.0525,0.0005,0.0012,0.0053,0.0019,0.0969,-0.0635,0.0158,0.2571,0.2571,0.4857,0.7560,-0.0394,0.6613
pg35443-8,0.0225,0.1356,0.1151,0.0784,0.0241,0.0249,0.0288,0.0517,0.0344,0.0032,0.0134,0.0083,0.0052,0.1054,0.0528,0.0093,0.0000,0.1111,0.8889,0.6467,-0.0352,-0.3995
pg35443-7,0.0211,0.3026,0.0223,0.0787,0.0244,0.0284,0.0272,0.0592,0.0340,0.0016,0.0107,0.0125,0.0042,0.1112,0.0567,0.0110,0.1500,0.1500,0.7000,0.6614,-0.0352,-0.3995
pg20610-18,0.0035,0.2160,0.1488,0.0330,0.0221,0.0256,0.0377,0.0936,0.0131,0.0085,0.0162,0.0093,0.0029,0.1653,0.4904,0.0027,0.0000,0.0833,0.9167,0.3443,0.3835,1.4827
pg20610-19,0.0048,0.1281,0.0337,0.0246,0.0199,0.0233,0.0424,0.0971,0.0131,0.0084,0.0167,0.0055,0.0015,0.1701,0.6990,0.0052,0.0000,0.0909,0.9091,0.1863,0.3835,1.4827
pg35443-9,0.0195,0.1218,0.1158,0.0749,0.0253,0.0307,0.0284,0.0577,0.0321,0.0023,0.0137,0.0127,0.0063,0.1148,0.0443,0.0102,0.1364,0.0909,0.7727,0.6534,-0.0352,-0.3995
pg20610-16,0.0044,0.1736,0.0538,0.0417,0.0234,0.0206,0.0397,0.0968,0.0118,0.0086,0.0178,0.0114,0.0028,0.1743,0.5858,0.0038,0.1818,0.0909,0.7273,0.3007,0.3835,1.4827
pg35443-4,0.0190,0.2743,0.0369,0.0667,0.0281,0.0276,0.0320,0.0612,0.0312,0.0015,0.0126,0.0119,0.0034,0.1192,0.1130,0.0066,0.0000,0.1579,0.8421,0.5985,-0.0352,-0.3995
pg20610-17,0.0027,0.1898,0.0658,0.0282,0.0250,0.0247,0.0420,0.1000,0.0100,0.0079,0.0195,0.0085,0.0038,0.1779,0.6188,0.0018,0.4545,0.0909,0.4545,0.2312,0.3835,1.4827
pg35443-3,0.0197,0.1785,0.1006,0.0868,0.0275,0.0242,0.0319,0.0534,0.0371,0.0014,0.0118,0.0084,0.0038,0.1069,0.0388,0.0098,0.2273,0.1364,0.6364,0.6720,-0.0352,-0.3995
pg20610-14,0.0069,0.2870,0.1217,0.0446,0.0244,0.0246,0.0408,0.0785,0.0180,0.0083,0.0135,0.0121,0.0069,0.1532,0.2289,0.0037,0.1429,0.1429,0.7143,0.4975,0.3835,1.4827
pg35443-6,0.0185,0.1301,0.1176,0.0859,0.0263,0.0272,0.0316,0.0556,0.0366,0.0015,0.0131,0.0094,0.0043,0.1112,0.0415,0.0092,0.1429,0.0952,0.7619,0.7021,-0.0352,-0.3995
pg20610-15,0.0060,0.3544,0.0752,0.0501,0.0244,0.0240,0.0427,0.0827,0.0168,0.0085,0.0181,0.0170,0.0081,0.1690,0.2412,0.0025,0.2308,0.0000,0.7692,0.5634,0.3835,1.4827
pg35443-5,0.0198,0.3192,0.0096,0.0792,0.0245,0.0283,0.0284,0.0583,0.0387,0.0015,0.0127,0.0109,0.0071,0.1118,0.0036,0.0113,0.2000,0.1500,0.6500,0.6946,-0.0352,-0.3995
pg20610-12,0.0096,0.2303,0.2088,0.0485,0.0262,0.0240,0.0407,0.0853,0.0175,0.0075,0.0164,0.0100,0.0055,0.1599,0.2608,0.0059,0.2308,0.2308,0.5385,0.5052,0.3835,1.4827
pg33081-8,0.0185,0.3716,0.0442,0.0615,0.0222,0.0248,0.0345,0.0736,0.0265,0.0007,0.0107,0.0057,0.0049,0.1252,0.1067,0.0177,0.1667,0.1111,0.7222,0.5763,0.2326,0.8386
pg20610-13,0.0101,0.2775,0.1495,0.0561,0.0275,0.0240,0.0384,0.0789,0.0181,0.0064,0.0137,0.0095,0.0057,0.1469,0.1860,0.0083,0.0769,0.0769,0.8462,0.5514,0.3835,1.4827
pg33081-7,0.0154,0.3744,0.0204,0.0652,0.0232,0.0259,0.0353,0.0739,0.0297,0.0012,0.0102,0.0050,0.0051,0.1256,0.0864,0.0139,0.2105,0.1579,0.6316,0.5895,0.2326,0.8386
pg20610-10,0.0135,0.3415,0.2056,0.0539,0.0278,0.0255,0.0385,0.0881,0.0201,0.0086,0.0136,0.0139,0.0074,0.1627,0.1877,0.0084,0.2727,0.0909,0.6364,0.5581,0.3835,1.4827
pg20610-11,0.0123,0.2190,0.1922,0.0612,0.0283,0.0216,0.0434,0.0932,0.0212,0.0102,0.0161,0.0137,0.0073,0.1766,0.2094,0.0060,0.2308,0.2308,0.5385,0.6006,0.3835,1.4827
pg33081-9,0.0172,0.2918,0.0175,0.0779,0.0249,0.0264,0.0304,0.0775,0.0305,0.0012,0.0109,0.0079,0.0080,0.1279,0.0266,0.0195,0.0000,0.2941,0.7059,0.6787,0.2326,0.8386
pg33081-4,0.0173,0.3173,0.0738,0.0604,0.0250,0.0250,0.0327,0.0783,0.0281,0.0006,0.0105,0.0063,0.0053,0.1284,0.0957,0.0185,0.1333,0.2000,0.6667,0.5904,0.2326,0.8386
pg4923-8,0.0153,0.1382,0.2627,0.1052,0.0265,0.0228,0.0369,0.0605,0.0275,0.0016,0.0094,0.0025,0.0059,0.1109,0.0957,0.0206,0.2222,0.3333,0.4444,0.7403,-0.0639,-1.3256
pg33081-3,0.0119,0.2720,0.1292,0.0725,0.0297,0.0244,0.0369,0.0800,0.0270,0.0013,0.0087,0.0063,0.0043,0.1332,0.1331,0.0141,0.0526,0.2105,0.7368,0.5833,0.2326,0.8386
pg4923-9,0.0090,0.1977,0.2131,0.0973,0.0322,0.0220,0.0462,0.0547,0.0230,0.0008,0.0112,0.0034,0.0052,0.1163,0.2170,0.0140,0.1579,0.0526,0.7895,0.6965,-0.0639,-1.3256
pg33081-6,0.0135,0.4251,0.0175,0.0639,0.0276,0.0281,0.0332,0.0728,0.0295,0.0013,0.0096,0.0054,0.0033,0.1223,0.0957,0.0131,0.1176,0.2353,0.6471,0.5929,0.2326,0.8386
pg33081-5,0.0121,0.2020,0.0670,0.0632,0.0279,0.0233,0.0363,0.0728,0.0259,0.0016,0.0103,0.0089,0.0057,0.1299,0.1182,0.0118,0.2105,0.2105,0.5789,0.5618,0.2326,0.8386
pg4923-4,0.0218,0.1215,0.3012,0.0917,0.0235,0.0192,0.0301,0.0679,0.0347,0.0005,0.0109,0.0019,0.0074,0.1113,0.0224,0.0313,0.1905,0.2857,0.5238,0.6998,-0.0639,-1.3256
pg4923-5,0.0168,0.0905,0.3824,0.0945,0.0271,0.0216,0.0361,0.0604,0.0300,0.0003,0.0120,0.0023,0.0063,0.1111,0.0721,0.0227,0.1579,0.4737,0.3684,0.7012,-0.0639,-1.3256
pg33081-2,0.0153,0.3317,0.0939,0.0742,0.0280,0.0268,0.0306,0.0804,0.0330,0.0008,0.0098,0.0083,0.0037,0.1299,0.0490,0.0170,0.2105,0.3158,0.4737,0.6667,0.2326,0.8386
pg4923-6,0.0136,0.1576,0.3786,0.0935,0.0296,0.0237,0.0438,0.0617,0.0253,0.0002,0.0121,0.0030,0.0081,0.1208,0.1079,0.0179,0.1905,0.3333,0.4762,0.6878,-0.0639,-1.3256
